ID	CONCEPT	GLOSS	COGIDS	DOCULECT	SOURCE_ORIGINAL	SOURCE_ORTHOGRAPHIC	TOKENS_SOURCE	TOKENS	COMMENT	SOURCE
10616	EIGHT	ocho	207	SantiagoNuyooMixtec	ʔù̧nà̧	ʔù̧nà̧	ʔ ũ ¹ n ã ¹	u ¹ n a ¹	NA	josserand1983mixtec
10617	PRICKLY PEAR CACTUS	nopal	564	SanMarcoslaFlorMixtec	vi'ntsiǎ	vi'ntsiǎ	β i ³ ʔ ⁿdsʲ a ¹⁵	β i ³ ʔ ⁿdsʲ a ¹⁵	NA	anonymous2020san-marcos
10618	EIGHT	ocho	207	SantaCatarinaMechoacanMixtec	u̧ña̧	u̧ña̧	ũ ɲ ã	u ɲ a	NA	josserand1983mixtec
10620	FIVE	cinco	244	GuadalupeVillahermosaMixtec	ʔu̧ʔu̧	ʔu̧ʔu̧	ʔ ũ ʔ ũ	ũ ʔ ũ	NA	josserand1983mixtec
10621	SMOKE (EXHAUST)	humo	682	SanJuanNumiMixtec	ỹu̧ʔa̧	ỹu̧ʔa̧	j̃ ũ ʔ ã	ɲ u ʔ ã	NA	josserand1983mixtec
10622	OVEN	horno	17	SanPedroTututepecMixtec	čitu̧	čitu̧	tʃ i t ũ	tʃ i t ũ	NA	josserand1983mixtec
10623	SMALL (SINGULAR)	pequeño.SG	674	SanSebastianMonteMixtec	ló'ò	ló'ò	l o ⁵ ʔ o ¹	l o ⁵ ʔ o ¹	irregular tones, expected 3.3	solano2020san-sebastian
10624	FOUR	cuatro	260	SantaLuciaMonteverdeMixtec	ku̧u̧	ku̧u̧	k ũ ũ	k ũ ũ	NA	josserand1983mixtec
10625	SQUASH	calabaza	570	SanAgustinTlacotepecMixtec	žiki̧	žiki̧	ʒ i k ĩ	ʒ i k ĩ	NA	josserand1983mixtec
10626	TOOTH	diente	785	SanMartinDuraznosMixtec	nù'un	nù'un	n u ¹ ʔ ũ ³	n u ¹ ʔ ũ ³	NA	hernandez2020san-martin
10627	SQUASH	calabaza	570	SanAntonioTepetlapaMixtec	iki̧	iki̧	i k ĩ	i k ĩ	NA	josserand1983mixtec
10629	GARBAGE	basura	279	SantoDomingoTonahuixtlaMixtec	mi̧ʔi̧	mi̧ʔi̧	m ĩ ʔ ĩ	m i ʔ ĩ	NA	josserand1983mixtec
10631	CORN FIELD	milpa	145	SantosReyesTepejilloMixtec	ʔutu	ʔutu	u t u	u t u	NA	josserand1983mixtec
10632	DISEASE	enfermedad	172	SanAndresYutatioMixtec	kue'e̠	kue'e̠	kʷ e ³ ʔ e ¹	kʷ e ³ ʔ e ¹	NA	williams2017diccionario
10633	TORTILLA	tortilla	789	SantiagoTamazolaMixtec	θìtà	θìtà	θ i ¹ t a ¹	θ i ¹ t a ¹	NA	josserand1983mixtec
10634	GREEN	verde	305	TepangoMixtec	kwīih	kwīih	kʷ i ³ i ¹ ʔ	kʷ i ³ i ¹ ʔ	NA	hills1990syntactic
10636	FIRE	lumbre, fuego	240	SanPedroAtoyacMixtec	ñu̧ʔu̧	ñu̧ʔu̧	ɲ ũ ʔ ũ	ɲ u ʔ ũ	NA	josserand1983mixtec
10637	CORN DOUGH	masa	142	SantiagoTilantongoMixtec	žuṣa	žuṣa	ʒ u ʂ a	ʒ u ʃ a	NA	josserand1983mixtec
10642	FISH	pescado	9 242	SanJeronimoProgresoMixtec	ti-yāká	ti-yāká	t i ¹ + ʒ a ³ k a ⁵	t i ¹ + ʒ a ³ k a ⁵	NA	shields1988syntactic
10643	SALTY	salado	628	SanMiguelAhuehuetitlanMixtec	ʔoʔva	ʔoʔva	o ʔ β a	o ʔ β a	NA	josserand1983mixtec
10646	BED	cama, lecho	26	SantiagoTlazoyaltepecMixtec	šito	šito	ʃ i t o	ʃ i t o	NA	josserand1983mixtec
10647	TEN	diez	761	SanSebastianTecomaxtlahuacaMixtec	ʔišì	ʔišì	ʔ i ʃ i ¹	i ʃ i ¹	NA	josserand1983mixtec
10650	HAWK	gavilán	323	SanBartolomeYucuaneMixtec	ña̧mi̧	ña̧mi̧	ɲ ã m ĩ	ɲ a m i	NA	josserand1983mixtec
10651	NOSE	naríz	496	PiedraAzulMixtec	xitsǐn	xitsǐn	ʃ i ³ ts ĩ ¹⁵	ʃ i ³ ts ĩ ¹⁵	irregular tones, expected 1.15	mendoza2020vocabulario
10652	NECK	cuello	465	PiedraAzulMixtec	sokǔn	sokǔn	s o ³ k ũ ¹⁵	s o ³ k ũ ¹⁵	irregular tones, expected 1.15	mendoza2020vocabulario
10653	BIG (SINGULAR)	grande.SG	44	SanPedroYosonamaMixtec	ka'nu	ka'nu	k a ʔ n u	k a ʔ n u	NA	gittlen2016gramatica
10654	BEESWAX	cera	33	SantiagoTlazoyaltepecMixtec	ñu̧ma̧	ñu̧ma̧	ɲ ũ m ã	ɲ u m a	NA	josserand1983mixtec
10658	COLD	frio	129	SantaCatarinaTlaltempanMixtec	ƀisi	ƀisi	β i s i	β i s i	irregular, expected βiʃi	josserand1983mixtec
10659	FIFTEEN	quinze	234	SantiagoYosonduaMixtec	shyāhun	shyāhun	ʃʲ a ³ ʔ ũ ¹	ʃʲ a ³ ʔ ũ ¹	NA	farris1992syntactic
10660	CHILI PEPPER	chile	107	SantoTomasOcotepecMixtec	yāhā	yāhā	ʒ a ³ ʔ a ³	ʒ a ³ ʔ a ³	NA	alexander1988syntactic
10661	LAZY	flojo/a, perezoso/a	377	TlahuapaMixtec	xúxan	xúxan	ʃ u ⁵ ʃ ã ³	ʃ u ⁵ ʃ ã ³	NA	reyes-basurto2020tlahuapa
10663	HORN (ANATOMY)	cuerno	350	SanJorgeNuchitaMixtec	ⁿdiki	ⁿdiki	ⁿd i k i	ⁿd i k i	NA	josserand1983mixtec
10664	NIGHT TIME	de noche	481	XayacatlanBravoMixtec	ñū̧ú̧	ñū̧ú̧	ɲ ũ ³ ũ ⁵	ɲ u ³ ũ ⁵	NA	josserand1983mixtec
10665	TASSEL	espiga	751	SantaMariaYucuhitiMixtec	yōkō	yōkō	j o ³ k o ³	j o ³ k o ³	NA	josserand1983mixtec
10666	TREE	árbol	799	YoloxochitlMixtec	i³tun⁴	i³tun⁴	i ³ t ũ ⁵	i ³ t ũ ⁵	NA	amith2021recursos
10667	MOUNTAIN OR HILL	monte, cerro	437	SantoDomingoHuendioMixtec	ʒūkū	ʒūkū	ʒ u ³ k u ³	ʒ u ³ k u ³	NA	Becerra Roldan p.c.
10668	MAT	petate	416	SanBartoloSoyaltepecMixtec	žúú	žúú	ʒ u ⁵ u ⁵	ʒ u ⁵ u ⁵	NA	josserand1983mixtec
10669	DISEASE	enfermedad	921 922	SantaMariaZacatepecMixtec	ti-ⁿdoo	ti-ⁿdoo	t i + ⁿd o o	t i + ⁿd o o	NA	josserand1983mixtec
10670	MEDICINE	medicina	424	SantaMariaZacatepecMixtec	tatan	tatan	t a t ã	t a t ã	NA	towne2011gramatica
10671	CHARCOAL	carbón	93	YucunaniMixtec	tùún	tùún	t ũ ¹ ũ ⁵	t ũ ¹ ũ ⁵	NA	salazar2020yucunani
10672	BOX OR CHEST	caja	79	SantaMariaZacatepecMixtec	čatu̧ʔ	čatu̧ʔ	tʃ a t ũ ʔ	tʃ a t ũ ʔ	NA	josserand1983mixtec
10673	CORN DOUGH	masa	142	YucunutiBenitoJuarezMixtec	žusa	žusa	ʒ u s a	ʒ u s a	NA	josserand1983mixtec
10674	MAGUEY	maguey	409	YucuquimiOcampoMixtec	ʒa³o¹	ʒa³o¹	ʒ a ⁵ o ¹	ʒ a ⁵ o ¹	NA	vazquez2017sandhi
10675	SISTER (OF WOMAN)	hermana de mujer	651	SanMarcoslaFlorMixtec	ku'ì	ku'ì	k u ³ ʔ i ¹	k u ³ ʔ i ¹	pot. irregular; irregular tones, expected 1.1	anonymous2020san-marcos
10676	WING	ala	853	SantiagoApoalaMixtec	ⁿžiši̧	ⁿžiši̧	ⁿʒ i ʃ ĩ	ⁿdʃ i ʃ ĩ	NA	josserand1983mixtec
10678	NECK	cuello	465	SanMiguelAchiutlaMixtec	suku̧	suku̧	s u k ũ	s u k ũ	NA	josserand1983mixtec
10679	MOUNTAIN OR HILL	monte, cerro	437	SanJuanTeitaMixtec	ṣ̌uku	ṣ̌uku	ʂ u k u	ʃ u k u	NA	josserand1983mixtec
10680	TEN	diez	761	SantaMariaAcatepecMixtec	usi	usi	u s i	u s i	NA	josserand1983mixtec
10681	SANDAL	huarache	631	SanMiguelChicahuaMixtec	ⁿǰisa	ⁿǰisa	ⁿdʃ i s a	ⁿdʃ i s a	NA	josserand1983mixtec
10683	INTESTINES	tripas	367	SanMiguelElGrandeMixtec	xɨtɨ̄	xɨtɨ̄	x ɨ ³ t ɨ ¹	x ɨ ³ t ɨ ¹	NA	josserand1983mixtec
10684	CLOUD	nube	120	AlacatlatzalaMixtec	vi̠ko̠	vi̠ko̠	β i ¹ k o ¹	β i ¹ k o ¹	NA	anderson2006vocabulario
10686	DAY (24 HOURS)	día	163	SanMiguelElGrandeMixtec	kɨvɨ̄	kɨvɨ̄	k ɨ ³ β ɨ ¹	k ɨ ³ β ɨ ¹	NA	josserand1983mixtec
10687	EIGHT	ocho	207	SantaMariaApazcoMixtec	u̧na̧	u̧na̧	ũ n ã	u n a	NA	josserand1983mixtec
10688	NIGHT TIME	de noche	481	SantiagoCacaloxtepecMixtec	ño̧o̧	ño̧o̧	ɲ õ õ	ɲ o õ	NA	josserand1983mixtec
10690	MOUTH	boca	447	SanAgustinChayucoMixtec	yūʔū	yūʔū	j u ³ ʔ u ³	j u ³ ʔ u ³	NA	durr1987preliminary
10691	HORN (ANATOMY)	cuerno	350	SanPedroJicayanMixtec	ⁿdiki	ⁿdiki	ⁿd i k i	ⁿd i k i	NA	josserand1983mixtec
10692	FIFTEEN	quinze	234	AlcozaucaGuerreroMixtec	ša̧ʔu̧	ša̧ʔu̧	ʃ ã ʔ ũ	ʃ ã ʔ ũ	NA	josserand1983mixtec
10693	POOR	pobre	548	SantaCruzBravoMixtec	ⁿdaʔŵi	ⁿdaʔŵi	ⁿd a ʔ w i	ⁿd a ʔ w i	NA	josserand1983mixtec
10697	DUST	polvo	982 183	SanAgustinChayucoMixtec	ñiyaca	ñi-yaca	ɲ i + j a k a	ɲ i + j a k a	NA	pensinger1974diccionario
10698	ANIMAL	animal	2	SanPedroJocotipacMixtec	kiti	kiti	k i t i	k i t i	NA	josserand1983mixtec
10701	TOMATO	jitomate	9 775	CoicoyanlasFloresMixtec	tì-na̧na̧	tì-na̧na̧	t i ¹ + n ã n ã	t i ¹ + n a n a	NA	josserand1983mixtec
10702	PLAIN	llanura, llano	535	SanJuanCoatzospamMixtec	šođo	šođo	ʃ o ð o	ʃ o ð o	NA	josserand1983mixtec
10705	HONEY	miel	29	CuatzoquitengoMixtec	ñu̧ñu̧	ñu̧ñu̧	ɲ ũ ɲ ũ	ɲ u ɲ u	NA	josserand1983mixtec
10706	DAY (24 HOURS)	día	1	SanPedroJocotipacMixtec	ⁿduu	ⁿduu	ⁿd u u	ⁿd u u	NA	josserand1983mixtec
10707	BANANA	plátano	13	SanEstebanAtatlahucaMixtec	ndica	ndica	ⁿd i ³ k a ³	ⁿd i ³ k a ³	NA	alexander1980gramatica
10708	PRICKLY PEAR CACTUS	nopal	564	SanEstebanAtatlahucaMixtec	vihndē	vihndē	β i ³ ʔ ⁿd e ¹	β i ³ ʔ ⁿd e ¹	NA	alexander1980gramatica
10710	FIFTEEN	quinze	234	SantaAnaCuauhtemocMixtec	ṣ̌ȩʔu̧	ṣ̌ȩʔu̧	ʂ ẽ ʔ ũ	ʒ ẽ ʔ ũ	NA	josserand1983mixtec
10711	BOX OR CHEST	caja	79	CuyamecalcoVillaZaragozaMixtec	ñȩtu̧	ñȩtu̧	ɲ ẽ t ũ	ɲ e t ũ	NA	josserand1983mixtec
10712	DEER	venado	164	ElJicaralMixtec	isu	isu	i ³ s u ³	i ³ s u ³	NA	martin2020diccionario
10715	PRIEST	sacerdote	568	SanMartinPerasMixtec	sutu	sutu	s u t u	s u t u	NA	josserand1983mixtec
10716	TEN	diez	761	SantaCatarinaEstetlaMixtec	uši	uši	u ʃ i	u ʃ i	NA	josserand1983mixtec
10717	GRIDDLE	comal	310	SanFranciscoSayultepecMixtec	čiyo	čiyo	tʃ i j o	tʃ i j o	NA	josserand1983mixtec
10718	PLAIN	llanura, llano	488 538	SanMiguelPiedrasMixtec	nu̧-ⁿdaa	nu̧-ⁿdaa	n ũ + ⁿd a a	n u + ⁿd a a	NA	josserand1983mixtec
10719	BOX OR CHEST	caja	79	IxpantepecNievesMixtec	sato	sato	s a t o	s a t o	pot. irregular, should be satũ	josserand1983mixtec
10720	POOR	pobre	548	SantaMariaHuazolotitlanMixtec	ⁿdaʔwi	ⁿdaʔwi	ⁿd a ʔ w i	ⁿd a ʔ w i	NA	josserand1983mixtec
10722	SIX	seis	652	SantaCruzItundujiaMixtec	i̧ñu̧	i̧ñu̧	ĩ ɲ ũ	i ɲ u	NA	josserand1983mixtec
10723	MAGUEY	maguey	409	LaBateaMixtec	yávi	yávi	j a ⁵ β i ³	j a ⁵ β i ³	irregular tones, expected 3.15	ramirez2020vocabulario
10724	SQUASH	calabaza	570	SantiagoJamiltepecMixtec	yɨkɨ-(kʷaʔa)	yɨkɨ-kʷaʔa	j ɨ k ɨ + kʷ a ʔ a	j ɨ k ɨ + kʷ a ʔ a	NA	josserand1983mixtec
10725	CHILI PEPPER	chile	107	SantiagoJamiltepecMixtec	yāhā	yāhā	j a ³ ʔ a ³	j a ³ ʔ a ³	NA	johnson1988syntactic
10727	COLD	frio	129	SantiagoJuxtlahuacaMixtec	ƀiṣi	ƀiṣi	β i ʂ i	β i ɕ i	NA	josserand1983mixtec
10729	MUD	lodo	449	SantaMariaJicaltepecMixtec	ⁿdaʔyu	ⁿdaʔyu	ⁿd a ʔ j u	ⁿd a ʔ j u	NA	josserand1983mixtec
10730	WATER	agua	402	SanPedroMolinosMixtec	ⁿdute	ⁿdute	ⁿd u ³ t e ³	ⁿd u ³ t e ³	NA	josserand1983mixtec
10731	BEAN	frijol(es)	24	SanPedroTidaaMixtec	ⁿduči	ⁿduči	ⁿd u tʃ i	ⁿd u tʃ i	NA	josserand1983mixtec
10732	TEN	diez	761	SantiagoNuyooMixtec	ʔùxì	ʔùxì	ʔ u ¹ x i ¹	u ¹ x i ¹	NA	josserand1983mixtec
10734	TEN	diez	761	SantaCatarinaMechoacanMixtec	uči	uči	u tʃ i	u tʃ i	NA	josserand1983mixtec
10735	SIX	seis	652	GuadalupeVillahermosaMixtec	ʔi̧ñu̧	ʔi̧ñu̧	ʔ ĩ ɲ ũ	i ɲ u	NA	josserand1983mixtec
10736	THREAD	hilo	768	SanJuanNumiMixtec	žuʔa	žuʔa	ʒ u ʔ a	ʒ u ʔ a	NA	josserand1983mixtec
10737	FIRE	lumbre, fuego	240	SanPedroTututepecMixtec	ñu̧ʔu̧	ñu̧ʔu̧	ɲ ũ ʔ ũ	ɲ u ʔ ũ	NA	josserand1983mixtec
10738	GOOD	bueno/a	286	SanSebastianMonteMixtec	và'a	và'a	β a ¹ ʔ a ³	β a ¹ ʔ a ³	NA	solano2020san-sebastian
10739	FIVE	cinco	244	SantaLuciaMonteverdeMixtec	u̧ʔu̧	u̧ʔu̧	ũ ʔ ũ	ũ ʔ ũ	NA	josserand1983mixtec
10740	SUGAR CANE	caña	734	SanAgustinTlacotepecMixtec	ⁿdóō	ⁿdóō	ⁿd o ⁵ o ³	ⁿd o ⁵ o ³	NA	josserand1983mixtec
10741	MOUTH	boca	447	SanMartinDuraznosMixtec	yi'ì	yi'ì	ʒ i ³ ʔ i ¹	ʒ i ³ ʔ i ¹	NA	hernandez2020san-martin
10742	SUGAR CANE	caña	734	SanAntonioTepetlapaMixtec	ⁿdoo	ⁿdoo	ⁿd o o	ⁿd o o	NA	josserand1983mixtec
10743	HONEY	miel	344	SanAntonioTepetlapaMixtec	ⁿduši	ⁿduši	ⁿd u ʃ i	ⁿd u ʃ i	NA	josserand1983mixtec
10746	NET	red, rede	469	SantiagoPinotepaNacionalMixtec	yu̧nu̧	yu̧nu̧	j ũ n ũ	j u n u	NA	josserand1983mixtec
10747	GOURD BOWL	jícara	291	SantoDomingoTonahuixtlaMixtec	yaši̧	yaši̧	j a ʃ ĩ	j a ʃ ĩ	NA	josserand1983mixtec
10749	CORN DOUGH	masa	142	SantosReyesTepejilloMixtec	žuša	žuša	ʒ u ʃ a	ʒ u ʃ a	NA	josserand1983mixtec
10750	MEDICINE	medicina	424	SanAndresYutatioMixtec	tata̠	tata̠	t a ³ t a ¹	t a ³ t a ¹	NA	williams2017diccionario
10751	CORN STALK	rastrojo	150	SantiagoTamazolaMixtec	ña̧ma̧	ña̧ma̧	ɲ ã m ã	ɲ a m a	NA	josserand1983mixtec
10752	WHITE	blanco	843	TepangoMixtec	yaa	yaa	j a ¹ a ¹	j a ¹ a ¹	NA	hills1990syntactic
10753	BLOOD	sangre	65	SanMiguelAhuehuetitlanMixtec	nī̧ǐ̧	nī̧ǐ̧	n ĩ ³ ĩ ¹⁵	n i ³ ĩ ¹⁵	NA	josserand1983mixtec
10754	COOKING POT	olla	138	SantaMariaPenolesMixtec	kɨ́đɨ̀	kɨ́đɨ̀	k ɨ ⁵ ð ɨ ¹	k ɨ ⁵ ð ɨ ¹	NA	josserand1983mixtec
10755	SMOKE (EXHAUST)	humo	682	SanPedroAtoyacMixtec	yu̧ʔma̧	yu̧ʔma̧	j ũ ʔ m ã	j ũ ʔ m a	NA	josserand1983mixtec
10756	TORTILLA	tortilla	789	SantiagoTilantongoMixtec	đita	đita	ð i t a	ð i t a	NA	josserand1983mixtec
10757	CORN STALK	rastrojo	150	SantiagoTilantongoMixtec	ña̧ma̧	ña̧ma̧	ɲ ã m ã	ɲ a m a	NA	josserand1983mixtec
10764	SNAKE	culebra	689	SanJeronimoProgresoMixtec	koō	koō	k o ¹ o ³	k o ¹ o ³	irregular tones, expected 1.1	shields1988syntactic
10765	BITTER	amargo	51	SanMiguelAhuehuetitlanMixtec	ʔoƀa	ʔoƀa	o β a	o β a	NA	josserand1983mixtec
10766	MOON	luna	430	SanJuanCoatzospamMixtec	shóō	shóō	ʃ o ⁵ o ¹	ʃ o ⁵ o ¹	NA	small1990syntactic
10770	MAN	hombre	414	SantaMariaYolotepecMixtec	tíaa	tíaa	t i ⁵ a a	t i ⁵ a a	NA	josserand1983mixtec
10771	FIFTEEN	quinze	234	SanSebastianTecomaxtlahuacaMixtec	šàʔù̧	šàʔù̧	ʃ a ¹ ʔ ũ ¹	ʃ a ¹ ʔ ũ ¹	NA	josserand1983mixtec
10773	TORTILLA BASKET	tenate	19 886	LaBateaMixtec	ndoò tsítí	ndoò-tsítí	ⁿd o ³ o ¹ + ts i ⁵ t i ⁵	ⁿd o ³ o ¹ + ts i ⁵ t i ⁵	NA	ramirez2020vocabulario
10775	HAWK	gavilán	193	SanBartolomeYucuaneMixtec	ši̧ʔña̧	ši̧ʔña̧	ʃ ĩ ʔ ɲ ã	ʃ ĩ ʔ ɲ a	NA	josserand1983mixtec
10776	HAND	mano	320	PiedraAzulMixtec	nta'ǎ	nta'ǎ	ⁿd a ³ ʔ a ¹⁵	ⁿd a ³ ʔ a ¹⁵	NA	mendoza2020vocabulario
10777	BIG (PLURAL)	grande.PL	42	SanPedroYosonamaMixtec	na'nu	na'nu	n a ʔ n u	n a ʔ n u	NA	gittlen2016gramatica
10781	HOT	caliente	319 1028	SantaCatarinaTlaltempanMixtec	na̧-ⁿǰii-đi	na̧-ⁿǰii-đi	n ã + ⁿdʒ i i	n a + ⁿdʃ i i	NA	josserand1983mixtec
10782	POOR	pobre	548	SantiagoYosonduaMixtec	ndáhú	ndáhú	ⁿd a ⁵ ʔ u ⁵	ⁿd a ⁵ ʔ u ⁵	NA	farris1992syntactic
10783	SALT	sal	624	SantoTomasOcotepecMixtec	ñii	ñii	ɲ i ¹ i ¹	ɲ i ¹ i ¹	NA	alexander1988syntactic
10784	UGLY	feo	812	TlahuapaMixtec	kini	kini	k i ³ n i ³	k i ³ n i ³	NA	reyes-basurto2020tlahuapa
10786	FEATHER	pluma	227	SanJorgeNuchitaMixtec	tô̧mi̧	tô̧mi̧	t õ ⁵¹ m ĩ	t o ⁵¹ m i	NA	josserand1983mixtec
10787	DAY (24 HOURS)	día	163	XayacatlanBravoMixtec	kìvì	kìvì	k i ¹ β i ¹	k i ¹ β i ¹	NA	josserand1983mixtec
10788	SQUASH	calabaza	570	SantaMariaYucuhitiMixtec	žɨ̄kɨ̄	žɨ̄kɨ̄	ʒ ɨ ³ k ɨ ³	j ɨ ³ k ɨ ³	NA	josserand1983mixtec
10790	COTTON	algodón	157	SantoDomingoHuendioMixtec	kāʧì	kāʧì	k a ³ tʃ i ¹	k a ³ tʃ i ¹	NA	Becerra Roldan p.c.
10791	STOOL	silla	32 717	SanBartoloSoyaltepecMixtec	(ti)-ȼayu	ti-ȼayu	t i + ts a j u	t i + ts a j u	NA	josserand1983mixtec
10792	SWELLING	hinchazón	742	SantaMariaZacatepecMixtec	kʷi̧ñu̧	kʷi̧ñu̧	kʷ ĩ ɲ ũ	kʷ i ɲ u	NA	josserand1983mixtec
10793	SMOKE (EXHAUST)	humo	682	YucunaniMixtec	ñù'mà	ñù'mà	ɲ u ¹ ʔ m a ¹	ɲ u ¹ ʔ m a ¹	NA	salazar2020yucunani
10794	THREAD	hilo	768	SantaMariaZacatepecMixtec	ju²ʔba²¹	ju²ʔba²¹	j u ³ ʔ β a ³¹	j u ³ ʔ β a ³¹	NA	swanton2021observaciones
10795	TORTILLA	tortilla	789	YucunutiBenitoJuarezMixtec	hita	hita	h i t a	h i t a	NA	josserand1983mixtec
10796	THORN	espina	764	YucuquimiOcampoMixtec	i³õ¹	i³õ¹	i ⁵ õ ¹	i ⁵ õ ¹	NA	swanton2021observaciones
10797	AUNT	tía	6	SanMarcoslaFlorMixtec	xíxi	xíxi	ʃ i ⁵ ʃ i ³	ʃ i ⁵ ʃ i ³	NA	anonymous2020san-marcos
10798	MAGUEY	maguey	409	SantiagoApoalaMixtec	žaƀi	žaƀi	ʒ a β i	ʒ a β i	NA	josserand1983mixtec
10800	FINGERNAIL	uña	237	SanMiguelAchiutlaMixtec	tNi̧i̧	tNi̧i̧	tⁿ̥ ĩ ĩ	tⁿ ĩ ĩ	NA	josserand1983mixtec
10801	PLAIN	llanura, llano	535	SanJuanTeitaMixtec	ṣ̌ođo	ṣ̌ođo	ʂ o ð o	ʃ o ð o	NA	josserand1983mixtec
10802	FIFTEEN	quinze	234	SantaMariaAcatepecMixtec	sa̧ʔu̧	sa̧ʔu̧	s ã ʔ ũ	s ã ʔ ũ	NA	josserand1983mixtec
10803	TROUSERS	pantalón	782 783	SanMiguelChicahuaMixtec	đo̧ʔno̧ kʷiši	đo̧ʔno̧-kʷiši	ð õ ʔ n õ + kʷ i ʃ i	ð õ ʔ n o + kʷ i ʃ i	NA	josserand1983mixtec
10805	FOOT	pie	258	SanMiguelElGrandeMixtec	xaʔā	xaʔā	x a ³ ʔ a ¹	x a ³ ʔ a ¹	NA	josserand1983mixtec
10806	RAIN (PRECIPITATION)	lluvia	586	AlacatlatzalaMixtec	sa̠vi̠	sa̠vi̠	s a ¹ β i ¹	s a ¹ β i ¹	NA	zylstra2012gramatica
10809	HALF	mitad	314	SanMiguelElGrandeMixtec	sava	sava	s a ³ β a ³	s a ³ β a ³	NA	josserand1983mixtec
10810	TEN	diez	761	SantaMariaApazcoMixtec	uši	uši	u ʃ i	u ʃ i	NA	josserand1983mixtec
10811	DAY (24 HOURS)	día	163	SantiagoCacaloxtepecMixtec	kii	kii	k i i	k i i	NA	josserand1983mixtec
10812	WHEN	cuándo	770 163	SanEstebanAtatlahucaMixtec	ⁿde-kɨƀɨ̄	ⁿde-kɨƀɨ̄	ⁿd e ³ + k ɨ ³ β ɨ ¹	ⁿd e ³ + k ɨ ³ β ɨ ¹	NA	josserand1983mixtec
10814	FEATHER	pluma	227	SanPedroJicayanMixtec	tu̧mi̧	tu̧mi̧	t ũ m ĩ	t u m i	NA	josserand1983mixtec
10815	COLD	frio	129	AlcozaucaGuerreroMixtec	wi¹ʃĩ²	wi¹ʃĩ²	β i ¹ ʃ ĩ ³	β i ¹ ʃ ĩ ³	NA	swanton2021observaciones
10816	COLD	frio	129	SantaCruzBravoMixtec	wiši̧	wiši̧	w i ʃ ĩ	w i ʃ ĩ	NA	josserand1983mixtec
10817	POST	horcón	387	SantiagoIxtaltepecMixtec	đȩʔȩ	đȩʔȩ	ð ẽ ʔ ẽ	ð ẽ ʔ ẽ	NA	josserand1983mixtec
10818	BELLY OR STOMACH	barriga	36	ChalcatongoHidalgoMixtec	čìì	čìì	tʃ i ¹ i ¹	tʃ i ¹ i ¹	irregular, expected tʃixĩ; irregular tones, expected 1.3	macaulay1996grammar
10820	GREEN	verde	982 944	SanAgustinChayucoMixtec	ñiyɨhɨ	ñi-yɨhɨ	ɲ i + j ɨ ʔ ɨ	ɲ i + j ɨ ʔ ɨ	NA	pensinger1974diccionario
10821	BIRD	pájaro	49	SanPedroJocotipacMixtec	đaa	đaa	ð a a	ð a a	NA	josserand1983mixtec
10822	SNAKE	culebra	689	SanPedroJocotipacMixtec	koo	koo	k o o	k o o	NA	josserand1983mixtec
10823	CORN DOUGH	masa	142	SantiagoIxtayutlaMixtec	yuča̧	yuča̧	j u tʃ ã	j u tʃ ã	NA	josserand1983mixtec
10825	PRICKLY PEAR CACTUS	nopal	564	CoicoyanlasFloresMixtec	ƀi̧ʔⁿdia	ƀi̧ʔⁿdia	β ĩ ʔ ⁿdʲ a	β ĩ ʔ ⁿdʲ a	NA	josserand1983mixtec
10826	COTTON	algodón	157	SanJuanCoatzospamMixtec	káʔȼǐ	káʔȼǐ	k a ⁵ ʔ ts i ¹⁵	k a ⁵ ʔ ts i ¹⁵	irregular tones, expected 5.1	durr1987preliminary
10830	EGG	huevo, blanquillo	204	CuatzoquitengoMixtec	ⁿdiwi	ⁿdiwi	ⁿd i w i	ⁿd i w i	NA	josserand1983mixtec
10831	HALF	mitad	314	SanPedroJocotipacMixtec	đawa	đawa	ð a w a	ð a w a	NA	josserand1983mixtec
10832	MUSHROOM	hongo	455	SanEstebanAtatlahucaMixtec	jihī	jihī	x i ³ ʔ i ¹	x i ³ ʔ i ¹	NA	alexander1980gramatica
10834	POOR	pobre	548	SantaAnaCuauhtemocMixtec	ⁿdaʔwi	ⁿdaʔwi	ⁿd a ʔ w i	ⁿd a ʔ w i	NA	josserand1983mixtec
10835	THREAD	hilo	768	CuyamecalcoVillaZaragozaMixtec	yuʔwe	yuʔwe	j u ʔ w e	j u ʔ w e	NA	josserand1983mixtec
10836	SQUIRREL	ardilla	35 698	ElJicaralMixtec	ntikuáñu	nti-kuáñu	ⁿd i ³ + kʷ a ⁵ ɲ u ³	ⁿd i ³ + kʷ a ⁵ ɲ u ³	NA	martin2020diccionario
10838	FIVE	cinco	244	SanMartinEstadoMixtec	u̧ʔu̧	u̧ʔu̧	ũ ʔ ũ	ũ ʔ ũ	NA	josserand1983mixtec
10839	BLOOD	sangre	65	SanMartinPerasMixtec	nì̧i̧í̧	nì̧i̧í̧	n ĩ ¹ ĩ ĩ ⁵	n i ¹ ĩ ĩ ⁵	NA	josserand1983mixtec
10840	FIFTEEN	quinze	234	SantaCatarinaEstetlaMixtec	sa̧ʔu̧	sa̧ʔu̧	s ã ʔ ũ	s ã ʔ ũ	NA	josserand1983mixtec
10841	COOKING POT	olla	138	SanFranciscoSayultepecMixtec	kisi	kisi	k i s i	k i s i	NA	josserand1983mixtec
